NAME,CASTE,GENDER,CUTOFF_RANK,BRANCH,TUITION_FEE
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,MALE,126007,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,FEMALE,126007,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,MALE,118251,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,FEMALE,118251,MEC,110000
O U COLLEGE OF ENGG  HYDERABAD,OC,MALE,13673,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,13673,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,MALE,32997,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,49718,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,MALE,18808,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,31843,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,MALE,19822,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,28013,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,MALE,35442,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,44136,CIV,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,MALE,2164,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,2727,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,MALE,4184,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,5824,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,MALE,6858,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,6858,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,MALE,7130,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,7130,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,MALE,2444,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,2727,CSE,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,MALE,3801,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,7444,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,MALE,12642,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,12642,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,MALE,10760,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,12201,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,MALE,13054,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,13054,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,MALE,5433,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,8092,ECE,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,MALE,4359,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,5356,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,MALE,17601,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,17601,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,MALE,15540,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,15540,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,MALE,18442,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,18797,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,MALE,16046,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,16046,EEE,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,MALE,15420,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,15420,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,MALE,22212,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,57510,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,MALE,30062,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,56281,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,MALE,23750,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,29684,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,MALE,33665,MEC,50000
O U COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,33665,MEC,50000
VASAVI COLLEGE OF ENGINEERING,OC,MALE,34243,CIV,140000
VASAVI COLLEGE OF ENGINEERING,OC,FEMALE,34255,CIV,140000
VASAVI COLLEGE OF ENGINEERING,BC,MALE,106934,CIV,140000
VASAVI COLLEGE OF ENGINEERING,BC,FEMALE,116336,CIV,140000
VASAVI COLLEGE OF ENGINEERING,SC,MALE,81273,CIV,140000
VASAVI COLLEGE OF ENGINEERING,SC,FEMALE,81273,CIV,140000
VASAVI COLLEGE OF ENGINEERING,ST,MALE,49248,CIV,140000
VASAVI COLLEGE OF ENGINEERING,ST,FEMALE,79637,CIV,140000
VASAVI COLLEGE OF ENGINEERING,EWS,MALE,89469,CIV,140000
VASAVI COLLEGE OF ENGINEERING,EWS,FEMALE,89469,CIV,140000
VASAVI COLLEGE OF ENGINEERING,OC,MALE,2675,CSE,140000
VASAVI COLLEGE OF ENGINEERING,OC,FEMALE,2675,CSE,140000
VASAVI COLLEGE OF ENGINEERING,BC,MALE,5471,CSE,140000
VASAVI COLLEGE OF ENGINEERING,BC,FEMALE,6226,CSE,140000
VASAVI COLLEGE OF ENGINEERING,SC,MALE,11389,CSE,140000
VASAVI COLLEGE OF ENGINEERING,SC,FEMALE,11821,CSE,140000
VASAVI COLLEGE OF ENGINEERING,ST,MALE,8269,CSE,140000
VASAVI COLLEGE OF ENGINEERING,ST,FEMALE,18343,CSE,140000
VASAVI COLLEGE OF ENGINEERING,EWS,MALE,2675,CSE,140000
VASAVI COLLEGE OF ENGINEERING,EWS,FEMALE,2682,CSE,140000
VASAVI COLLEGE OF ENGINEERING,OC,MALE,10081,ECE,140000
VASAVI COLLEGE OF ENGINEERING,OC,FEMALE,10419,ECE,140000
VASAVI COLLEGE OF ENGINEERING,BC,MALE,26200,ECE,140000
VASAVI COLLEGE OF ENGINEERING,BC,FEMALE,39800,ECE,140000
VASAVI COLLEGE OF ENGINEERING,SC,MALE,40617,ECE,140000
VASAVI COLLEGE OF ENGINEERING,SC,FEMALE,42795,ECE,140000
VASAVI COLLEGE OF ENGINEERING,ST,MALE,20955,ECE,140000
VASAVI COLLEGE OF ENGINEERING,ST,FEMALE,35209,ECE,140000
VASAVI COLLEGE OF ENGINEERING,EWS,MALE,10326,ECE,140000
VASAVI COLLEGE OF ENGINEERING,EWS,FEMALE,12021,ECE,140000
VASAVI COLLEGE OF ENGINEERING,OC,MALE,17253,EEE,140000
VASAVI COLLEGE OF ENGINEERING,OC,FEMALE,22942,EEE,140000
VASAVI COLLEGE OF ENGINEERING,BC,MALE,52083,EEE,140000
VASAVI COLLEGE OF ENGINEERING,BC,FEMALE,55927,EEE,140000
VASAVI COLLEGE OF ENGINEERING,SC,MALE,67919,EEE,140000
VASAVI COLLEGE OF ENGINEERING,SC,FEMALE,68881,EEE,140000
VASAVI COLLEGE OF ENGINEERING,ST,MALE,33792,EEE,140000
VASAVI COLLEGE OF ENGINEERING,ST,FEMALE,54109,EEE,140000
VASAVI COLLEGE OF ENGINEERING,EWS,MALE,34527,EEE,140000
VASAVI COLLEGE OF ENGINEERING,EWS,FEMALE,34527,EEE,140000
VASAVI COLLEGE OF ENGINEERING,OC,MALE,42788,MEC,140000
VASAVI COLLEGE OF ENGINEERING,OC,FEMALE,51433,MEC,140000
VASAVI COLLEGE OF ENGINEERING,BC,MALE,108727,MEC,140000
VASAVI COLLEGE OF ENGINEERING,BC,FEMALE,112055,MEC,140000
VASAVI COLLEGE OF ENGINEERING,SC,MALE,123569,MEC,140000
VASAVI COLLEGE OF ENGINEERING,SC,FEMALE,123569,MEC,140000
VASAVI COLLEGE OF ENGINEERING,ST,MALE,63925,MEC,140000
VASAVI COLLEGE OF ENGINEERING,ST,FEMALE,73668,MEC,140000
VASAVI COLLEGE OF ENGINEERING,EWS,MALE,65098,MEC,140000
VASAVI COLLEGE OF ENGINEERING,EWS,FEMALE,65350,MEC,140000
